cap,strategy,gen,pop,best_f,mean_f,diversity,cap_used
30,dynamic,58,45,1,0.9065996550785327,0.17815319599649962,45
30,dynamic,59,45,1,0.9026979627143416,0.19282840932536494,45
30,dynamic,60,45,1,0.8957250279384479,0.1773341029400176,45
30,dynamic,61,45,1,0.9072366932618798,0.17981123525737913,45
30,dynamic,62,45,1,0.9079182844367872,0.1600035701654494,45
30,dynamic,63,45,1,0.9126899732659104,0.15890988590467314,45
30,dynamic,64,45,1,0.912006814010654,0.14946369091356915,45
30,dynamic,65,45,1,0.906260474231166,0.19746072957075805,45
30,dynamic,66,45,1,0.8950427675786656,0.1977430881065297,45
30,dynamic,67,45,1,0.9223018076068226,0.13869517490960262,45
30,dynamic,68,45,1,0.8962213555325816,0.1773949414210137,45
30,dynamic,69,45,1,0.9324535003432292,0.12176272563096677,45
30,dynamic,70,45,1,0.9313284778238557,0.12968535446458662,45
30,dynamic,71,45,1,0.9126210966804436,0.1546507854210025,45
30,dynamic,72,45,1,0.9175833796867775,0.14150372681418844,45
30,dynamic,73,45,1,0.9034469087928118,0.16792264158666187,45
30,dynamic,74,45,1,0.8894724777786756,0.1878606892915178,45
30,dynamic,75,45,1,0.911958398557632,0.16308023064286925,45
30,dynamic,76,45,1,0.9080733057946783,0.15375523581549727,45
30,dynamic,77,45,1,0.924896452267282,0.13206105594070858,45
30,dynamic,78,45,1,0.9136620594848449,0.1623667855480615,45
30,dynamic,79,45,1,0.9362872535816387,0.12729691526003079,45
30,dynamic,80,45,1,0.8995138007922847,0.1729994212762262,45
30,dynamic,81,45,1,0.9075605665362526,0.16371884957280974,45
30,dynamic,82,45,1,0.909841584879976,0.15867754799132183,45
30,dynamic,83,45,1,0.9300617919423996,0.14574357415834666,45
30,dynamic,84,45,1,0.9187282619993984,0.145992077755061,45
30,dynamic,85,45,1,0.8916380466845836,0.1896079848446283,45
30,dynamic,86,45,1,0.9026977696480846,0.18136995720611745,45
30,dynamic,87,45,1,0.9247015537393953,0.1357432429645576,45
30,dynamic,88,45,1,0.9249296125491407,0.14857565989631813,45
30,dynamic,89,45,1,0.9138375685735585,0.15027656126426334,45
30,dynamic,90,45,1,0.9431776410263026,0.11501372675979049,45
30,dynamic,91,45,1,0.9191370612907444,0.13718466123147022,45
30,dynamic,92,45,1,0.9174270917282742,0.15777211823256393,45
30,dynamic,93,45,1,0.9042840190062037,0.1894193730825406,45
30,dynamic,94,45,1,0.9096908406083074,0.1576471746950761,45
30,dynamic,95,45,1,0.9096482209320839,0.15876936221767365,45
30,dynamic,96,45,1,0.9197913040778753,0.14903525714118504,45
30,dynamic,97,45,1,0.9304470312900509,0.1471971411448002,45
30,dynamic,98,45,1,0.9266707729310306,0.13977421276502622,45
30,dynamic,99,45,1,0.9032463773659468,0.1825983426600188,45
50,fixed,0,50,0.44205836935353093,0.11486470495016084,0.698171574662296,50
50,fixed,1,50,0.44205836935353093,0.15047667953334248,0.6180570606625468,50
50,fixed,2,50,0.44205836935353093,0.2052470251291002,0.546220917487819,50
50,fixed,3,50,0.47506943913564864,0.2687128051690528,0.44931749713789704,50
50,fixed,4,50,0.4882231306749204,0.318739165558123,0.3484641544440033,50
50,fixed,5,50,0.558030525805295,0.3438572656437583,0.375867335237414,50
50,fixed,6,50,0.7298258799914291,0.40945237522988864,0.3309211922190379,50
50,fixed,7,50,0.7298258799914291,0.4762540699070253,0.3255187322595478,50
50,fixed,8,50,0.7816854131094185,0.5095225140733517,0.2960062671848482,50
50,fixed,9,50,0.8535072242422329,0.5490907334589639,0.297463211217226,50
50,fixed,10,50,0.8561854548036169,0.6071037186650389,0.2779915348032745,50
